738	E70029	subs.m.sg.c	day
739	E70036	verb.qal.infc.u.u.u.c	make
740	E70113	nmpr.m.sg.a	YHWH
741	E70004	subs.m.pl.a	god [pl.]
742	E70009	subs.u.sg.a	earth
743	E70008	conj	and
744	E70007	subs.m.pl.a	heavens
745	E70008	conj	and
746	E70078	subs.m.sg.c	whole
747	E70114	subs.m.sg.c	shrub
748	E70006	art	the
749	E70115	subs.m.sg.a	open field
750	E70116	advb.u.sg.a	beginning
751	E70010	verb.qal.impf.p3.m.sg	[he]+ be
752	E70001	prep	in
753	E70006	art	the
754	E70009	subs.u.sg.a	earth
755	E70008	conj	and
756	E70078	subs.m.sg.c	whole
757	E70050	subs.m.sg.c	herb
758	E70006	art	the
759	E70115	subs.m.sg.a	open field
760	E70116	advb.u.sg.a	beginning
761	E70117	verb.qal.impf.p3.m.sg	[he]+ sprout
762	E70023	conj	that
763	E70118	nega	not
764	E70119	verb.hif.perf.p3.m.sg	[he]+ rain
