OGNTsort	lexicalEntry	morphology	book	KJVversification	OGNTversification
052096	G5199	A-NSM	43	43.5.9	43.5.9
052097	G3588	T-NSM	43	43.5.9	43.5.9
052098	G444	N-NSM	43	43.5.9	43.5.9
052099	G2532	CONJ	43	43.5.9	43.5.9
052100	G142	V-AAI-3S	43	43.5.9	43.5.9
052101	G3588	T-ASM	43	43.5.9	43.5.9
052102	G2895	N-ASM	43	43.5.9	43.5.9
052103	G846	P-GSM	43	43.5.9	43.5.9
052104	G2532	CONJ	43	43.5.9	43.5.9
052105	G4043	V-IAI-3S	43	43.5.9	43.5.9
052106	G1510	V-IAI-3S	43	43.5.9	43.5.9
052107	G1161	CONJ	43	43.5.9	43.5.9
052108	G4521	N-NSN	43	43.5.9	43.5.9
052109	G1722	PREP	43	43.5.9	43.5.9
052110	G1565	D-DSF	43	43.5.9	43.5.9
052111	G3588	T-DSF	43	43.5.9	43.5.9
052112	G2250	N-DSF	43	43.5.9	43.5.9
052113	G3004	V-IAI-3P	43	43.5.10	43.5.10
052114	G3767	CONJ	43	43.5.10	43.5.10
052115	G3588	T-NPM	43	43.5.10	43.5.10
052116	G2453	A-NPM-PG	43	43.5.10	43.5.10
052117	G3588	T-DSM	43	43.5.10	43.5.10
052118	G2323	V-RPP-DSM	43	43.5.10	43.5.10
052119	G4521	N-NSN	43	43.5.10	43.5.10
052120	G1510	V-PAI-3S	43	43.5.10	43.5.10
052121	G2532	CONJ	43	43.5.10	43.5.10
052122	G3756	PRT-N	43	43.5.10	43.5.10
052123	G1832	V-PAI-3S	43	43.5.10	43.5.10
052124	G4771	P-2DS	43	43.5.10	43.5.10
052125	G142	V-AAN	43	43.5.10	43.5.10
052126	G3588	T-ASM	43	43.5.10	43.5.10
052127	G2895	N-ASM	43	43.5.10	43.5.10
052128	G4771	P-2GS	43	43.5.10	43.5.10
052129	G3588	T-NSM	43	43.5.11	43.5.11
052130	G1161	CONJ	43	43.5.11	43.5.11
052131	G611	V-ADI-3S	43	43.5.11	43.5.11
052132	G846	P-DPM	43	43.5.11	43.5.11
052133	G3588	T-NSM	43	43.5.11	43.5.11
052134	G4160	V-AAP-NSM	43	43.5.11	43.5.11
052135	G1473	P-1AS	43	43.5.11	43.5.11
052136	G5199	A-ASM	43	43.5.11	43.5.11
052137	G1565	D-NSM	43	43.5.11	43.5.11
052138	G1473	P-1DS	43	43.5.11	43.5.11
052139	G2036	V-2AAI-3S	43	43.5.11	43.5.11
052140	G142	V-AAM-2S	43	43.5.11	43.5.11
052141	G3588	T-ASM	43	43.5.11	43.5.11
052142	G2895	N-ASM	43	43.5.11	43.5.11
052143	G4771	P-2GS	43	43.5.11	43.5.11
052144	G2532	CONJ	43	43.5.11	43.5.11
052145	G4043	V-PAM-2S	43	43.5.11	43.5.11
052146	G2065	V-AAI-3P	43	43.5.12	43.5.12
052147	G846	P-ASM	43	43.5.12	43.5.12
052148	G5101	I-NSM	43	43.5.12	43.5.12
052149	G1510	V-PAI-3S	43	43.5.12	43.5.12
052150	G3588	T-NSM	43	43.5.12	43.5.12
052151	G444	N-NSM	43	43.5.12	43.5.12
052152	G3588	T-NSM	43	43.5.12	43.5.12
052153	G2036	V-2AAP-NSM	43	43.5.12	43.5.12
052154	G4771	P-2DS	43	43.5.12	43.5.12
052155	G142	V-AAM-2S	43	43.5.12	43.5.12
052156	G2532	CONJ	43	43.5.12	43.5.12
052157	G4043	V-PAM-2S	43	43.5.12	43.5.12
052158	G3588	T-NSM	43	43.5.13	43.5.13
052159	G1161	CONJ	43	43.5.13	43.5.13
052160	G2390	V-APP-NSM	43	43.5.13	43.5.13
052161	G3756	PRT-N	43	43.5.13	43.5.13
052162	G1492	V-2LAI-3S	43	43.5.13	43.5.13
052163	G5101	I-NSM	43	43.5.13	43.5.13
052164	G1510	V-PAI-3S	43	43.5.13	43.5.13
052165	G3588	T-NSM	43	43.5.13	43.5.13
052166	G1063	CONJ	43	43.5.13	43.5.13
052167	G2424	N-NSM-P	43	43.5.13	43.5.13
052168	G1593	V-AAI-3S	43	43.5.13	43.5.13
052169	G3793	N-GSM	43	43.5.13	43.5.13
052170	G1510	V-PAP-GSM	43	43.5.13	43.5.13
052171	G1722	PREP	43	43.5.13	43.5.13
052172	G3588	T-DSM	43	43.5.13	43.5.13
052173	G5117	N-DSM	43	43.5.13	43.5.13
052174	G3326	PREP	43	43.5.14	43.5.14
052175	G3778	D-APN	43	43.5.14	43.5.14
052176	G2147	V-PAI-3S	43	43.5.14	43.5.14
052177	G846	P-ASM	43	43.5.14	43.5.14
052178	G3588	T-NSM	43	43.5.14	43.5.14
052179	G2424	N-NSM-P	43	43.5.14	43.5.14
052180	G1722	PREP	43	43.5.14	43.5.14
052181	G3588	T-DSN	43	43.5.14	43.5.14
052182	G2411	N-DSN	43	43.5.14	43.5.14
052183	G2532	CONJ	43	43.5.14	43.5.14
052184	G2036	V-2AAI-3S	43	43.5.14	43.5.14
052185	G846	P-DSM	43	43.5.14	43.5.14
052186	G2396	INJ	43	43.5.14	43.5.14
052187	G5199	A-NSM	43	43.5.14	43.5.14
052188	G1096	V-2RAI-2S	43	43.5.14	43.5.14
052189	G3371	ADV	43	43.5.14	43.5.14
052190	G264	V-PAM-2S	43	43.5.14	43.5.14
052191	G2443	CONJ	43	43.5.14	43.5.14
052192	G3361	PRT-N	43	43.5.14	43.5.14
052193	G5501	A-NSN-C	43	43.5.14	43.5.14
052194	G4771	P-2DS	43	43.5.14	43.5.14
052195	G5100	X-NSN	43	43.5.14	43.5.14
052196	G1096	V-2ADS-3S	43	43.5.14	43.5.14
052197	G565	V-2AAI-3S	43	43.5.15	43.5.15
052198	G3588	T-NSM	43	43.5.15	43.5.15
052199	G444	N-NSM	43	43.5.15	43.5.15
052200	G2532	CONJ	43	43.5.15	43.5.15
052201	G312	V-AAI-3S	43	43.5.15	43.5.15
052202	G3588	T-DPM	43	43.5.15	43.5.15
052203	G2453	A-DPM-PG	43	43.5.15	43.5.15
052204	G3754	CONJ	43	43.5.15	43.5.15
052205	G2424	N-NSM-P	43	43.5.15	43.5.15
052206	G1510	V-PAI-3S	43	43.5.15	43.5.15
052207	G3588	T-NSM	43	43.5.15	43.5.15
052208	G4160	V-AAP-NSM	43	43.5.15	43.5.15
052209	G846	P-ASM	43	43.5.15	43.5.15
052210	G5199	A-ASM	43	43.5.15	43.5.15
052211	G2532	CONJ	43	43.5.16	43.5.16
052212	G1223	PREP	43	43.5.16	43.5.16
052213	G3778	D-ASN	43	43.5.16	43.5.16
052214	G1377	V-IAI-3P	43	43.5.16	43.5.16
052215	G3588	T-NPM	43	43.5.16	43.5.16
052216	G2453	A-NPM-PG	43	43.5.16	43.5.16
052217	G3588	T-ASM	43	43.5.16	43.5.16
052218	G2424	N-ASM-P	43	43.5.16	43.5.16
052219	G3754	CONJ	43	43.5.16	43.5.16
052220	G3778	D-APN	43	43.5.16	43.5.16
052221	G4160	V-IAI-3S	43	43.5.16	43.5.16
052222	G1722	PREP	43	43.5.16	43.5.16
052223	G4521	N-DSN	43	43.5.16	43.5.16
052224	G3588	T-NSM	43	43.5.17	43.5.17
052225	G1161	CONJ	43	43.5.17	43.5.17
052226	G2424	N-NSM-P	43	43.5.17	43.5.17
052227	G611	V-ADI-3S	43	43.5.17	43.5.17
052228	G846	P-DPM	43	43.5.17	43.5.17
052229	G3588	T-NSM	43	43.5.17	43.5.17
052230	G3962	N-NSM	43	43.5.17	43.5.17
052231	G1473	P-1GS	43	43.5.17	43.5.17
052232	G2193	PREP	43	43.5.17	43.5.17
052233	G737	ADV	43	43.5.17	43.5.17
052234	G2038	V-PNI-3S	43	43.5.17	43.5.17
052235	G2504	P-1NS-K	43	43.5.17	43.5.17
052236	G2038	V-PNI-1S	43	43.5.17	43.5.17
052237	G1223	PREP	43	43.5.18	43.5.18
052238	G3778	D-ASN	43	43.5.18	43.5.18
052239	G3767	CONJ	43	43.5.18	43.5.18
052240	G3123	ADV	43	43.5.18	43.5.18
052241	G2212	V-IAI-3P	43	43.5.18	43.5.18
052242	G846	P-ASM	43	43.5.18	43.5.18
052243	G3588	T-NPM	43	43.5.18	43.5.18
052244	G2453	A-NPM-PG	43	43.5.18	43.5.18
052245	G615	V-AAN	43	43.5.18	43.5.18
052246	G3754	CONJ	43	43.5.18	43.5.18
052247	G3756	PRT-N	43	43.5.18	43.5.18
052248	G3441	A-ASN	43	43.5.18	43.5.18
052249	G3089	V-IAI-3S	43	43.5.18	43.5.18
052250	G3588	T-ASN	43	43.5.18	43.5.18
052251	G4521	N-ASN	43	43.5.18	43.5.18
052252	G235	CONJ	43	43.5.18	43.5.18
052253	G2532	CONJ	43	43.5.18	43.5.18
052254	G3962	N-ASM	43	43.5.18	43.5.18
052255	G2398	A-ASM	43	43.5.18	43.5.18
052256	G3004	V-IAI-3S	43	43.5.18	43.5.18
052257	G3588	T-ASM	43	43.5.18	43.5.18
052258	G2316	N-ASM	43	43.5.18	43.5.18
052259	G2470	A-ASM	43	43.5.18	43.5.18
052260	G1438	F-3ASM	43	43.5.18	43.5.18
052261	G4160	V-PAP-NSM	43	43.5.18	43.5.18
052262	G3588	T-DSM	43	43.5.18	43.5.18
052263	G2316	N-DSM	43	43.5.18	43.5.18
052264	G611	V-ADI-3S	43	43.5.19	43.5.19
052265	G3767	CONJ	43	43.5.19	43.5.19
052266	G3588	T-NSM	43	43.5.19	43.5.19
052267	G2424	N-NSM-P	43	43.5.19	43.5.19
052268	G2532	CONJ	43	43.5.19	43.5.19
052269	G3004	V-IAI-3S	43	43.5.19	43.5.19
052270	G846	P-DPM	43	43.5.19	43.5.19
052271	G281	HEB	43	43.5.19	43.5.19
052272	G281	HEB	43	43.5.19	43.5.19
052273	G3004	V-PAI-1S	43	43.5.19	43.5.19
052274	G4771	P-2DP	43	43.5.19	43.5.19
052275	G3756	PRT-N	43	43.5.19	43.5.19
052276	G1410	V-PNI-3S	43	43.5.19	43.5.19
052277	G3588	T-NSM	43	43.5.19	43.5.19
052278	G5207	N-NSM	43	43.5.19	43.5.19
052279	G4160	V-PAN	43	43.5.19	43.5.19
052280	G575	PREP	43	43.5.19	43.5.19
052281	G1438	F-3GSM	43	43.5.19	43.5.19
052282	G3762	A-ASN	43	43.5.19	43.5.19
052283	G1437	CONJ	43	43.5.19	43.5.19
052284	G3361	PRT-N	43	43.5.19	43.5.19
052285	G5100	X-ASN	43	43.5.19	43.5.19
052286	G991	V-PAS-3S	43	43.5.19	43.5.19
052287	G3588	T-ASM	43	43.5.19	43.5.19
052288	G3962	N-ASM	43	43.5.19	43.5.19
052289	G4160	V-PAP-ASM	43	43.5.19	43.5.19
052290	G3739	R-APN	43	43.5.19	43.5.19
052291	G1063	CONJ	43	43.5.19	43.5.19
052292	G302	PRT	43	43.5.19	43.5.19
052293	G1565	D-NSM	43	43.5.19	43.5.19
052294	G4160	V-PAS-3S	43	43.5.19	43.5.19
052295	G3778	D-APN	43	43.5.19	43.5.19
052296	G2532	CONJ	43	43.5.19	43.5.19
052297	G3588	T-NSM	43	43.5.19	43.5.19
052298	G5207	N-NSM	43	43.5.19	43.5.19
052299	G3668	ADV	43	43.5.19	43.5.19
052300	G4160	V-PAI-3S	43	43.5.19	43.5.19
052301	G3588	T-NSM	43	43.5.20	43.5.20
052302	G1063	CONJ	43	43.5.20	43.5.20
052303	G3962	N-NSM	43	43.5.20	43.5.20
052304	G5368	V-PAI-3S	43	43.5.20	43.5.20
052305	G3588	T-ASM	43	43.5.20	43.5.20
052306	G5207	N-ASM	43	43.5.20	43.5.20
052307	G2532	CONJ	43	43.5.20	43.5.20
052308	G3956	A-APN	43	43.5.20	43.5.20
052309	G1166	V-PAI-3S	43	43.5.20	43.5.20
052310	G846	P-DSM	43	43.5.20	43.5.20
052311	G3739	R-APN	43	43.5.20	43.5.20
052312	G846	P-NSM	43	43.5.20	43.5.20
052313	G4160	V-PAI-3S	43	43.5.20	43.5.20
052314	G2532	CONJ	43	43.5.20	43.5.20
052315	G3173	A-APN-C	43	43.5.20	43.5.20
052316	G3778	D-GPN	43	43.5.20	43.5.20
052317	G1166	V-FAI-3S	43	43.5.20	43.5.20
052318	G846	P-DSM	43	43.5.20	43.5.20
052319	G2041	N-APN	43	43.5.20	43.5.20
052320	G2443	CONJ	43	43.5.20	43.5.20
052321	G4771	P-2NP	43	43.5.20	43.5.20
052322	G2296	V-PAS-2P	43	43.5.20	43.5.20
052323	G5618	CONJ	43	43.5.21	43.5.21
052324	G1063	CONJ	43	43.5.21	43.5.21
052325	G3588	T-NSM	43	43.5.21	43.5.21
052326	G3962	N-NSM	43	43.5.21	43.5.21
052327	G1453	V-PAI-3S	43	43.5.21	43.5.21
052328	G3588	T-APM	43	43.5.21	43.5.21
052329	G3498	A-APM	43	43.5.21	43.5.21
052330	G2532	CONJ	43	43.5.21	43.5.21
052331	G2227	V-PAI-3S	43	43.5.21	43.5.21
052332	G3779	ADV	43	43.5.21	43.5.21
052333	G2532	CONJ	43	43.5.21	43.5.21
052334	G3588	T-NSM	43	43.5.21	43.5.21
052335	G5207	N-NSM	43	43.5.21	43.5.21
052336	G3739	R-APM	43	43.5.21	43.5.21
052337	G2309	V-PAI-3S	43	43.5.21	43.5.21
052338	G2227	V-PAI-3S	43	43.5.21	43.5.21
052339	G3761	CONJ-N	43	43.5.22	43.5.22
052340	G1063	CONJ	43	43.5.22	43.5.22
052341	G3588	T-NSM	43	43.5.22	43.5.22
052342	G3962	N-NSM	43	43.5.22	43.5.22
052343	G2919	V-PAI-3S	43	43.5.22	43.5.22
052344	G3762	A-ASM	43	43.5.22	43.5.22
052345	G235	CONJ	43	43.5.22	43.5.22
052346	G3588	T-ASF	43	43.5.22	43.5.22
052347	G2920	N-ASF	43	43.5.22	43.5.22
052348	G3956	A-ASF	43	43.5.22	43.5.22
052349	G1325	V-RAI-3S	43	43.5.22	43.5.22
052350	G3588	T-DSM	43	43.5.22	43.5.22
052351	G5207	N-DSM	43	43.5.22	43.5.22
052352	G2443	CONJ	43	43.5.23	43.5.23
052353	G3956	A-NPM	43	43.5.23	43.5.23
052354	G5091	V-PAS-3P	43	43.5.23	43.5.23
052355	G3588	T-ASM	43	43.5.23	43.5.23
052356	G5207	N-ASM	43	43.5.23	43.5.23
052357	G2531	CONJ	43	43.5.23	43.5.23
052358	G5091	V-PAI-3P	43	43.5.23	43.5.23
052359	G3588	T-ASM	43	43.5.23	43.5.23
052360	G3962	N-ASM	43	43.5.23	43.5.23
052361	G3588	T-NSM	43	43.5.23	43.5.23
052362	G3361	PRT-N	43	43.5.23	43.5.23
052363	G5091	V-PAP-NSM	43	43.5.23	43.5.23
052364	G3588	T-ASM	43	43.5.23	43.5.23
052365	G5207	N-ASM	43	43.5.23	43.5.23
052366	G3756	PRT-N	43	43.5.23	43.5.23
052367	G5091	V-PAI-3S	43	43.5.23	43.5.23
052368	G3588	T-ASM	43	43.5.23	43.5.23
052369	G3962	N-ASM	43	43.5.23	43.5.23
052370	G3588	T-ASM	43	43.5.23	43.5.23
052371	G3992	V-AAP-ASM	43	43.5.23	43.5.23
052372	G846	P-ASM	43	43.5.23	43.5.23
052373	G281	HEB	43	43.5.24	43.5.24
052374	G281	HEB	43	43.5.24	43.5.24
052375	G3004	V-PAI-1S	43	43.5.24	43.5.24
052376	G4771	P-2DP	43	43.5.24	43.5.24
052377	G3754	CONJ	43	43.5.24	43.5.24
052378	G3588	T-NSM	43	43.5.24	43.5.24
052379	G3588	T-ASM	43	43.5.24	43.5.24
052380	G3056	N-ASM	43	43.5.24	43.5.24
052381	G1473	P-1GS	43	43.5.24	43.5.24
052382	G191	V-PAP-NSM	43	43.5.24	43.5.24
052383	G2532	CONJ	43	43.5.24	43.5.24
052384	G4100	V-PAP-NSM	43	43.5.24	43.5.24
052385	G3588	T-DSM	43	43.5.24	43.5.24
052386	G3992	V-AAP-DSM	43	43.5.24	43.5.24
052387	G1473	P-1AS	43	43.5.24	43.5.24
052388	G2192	V-PAI-3S	43	43.5.24	43.5.24
052389	G2222	N-ASF	43	43.5.24	43.5.24
052390	G166	A-ASF	43	43.5.24	43.5.24
052391	G2532	CONJ	43	43.5.24	43.5.24
052392	G1519	PREP	43	43.5.24	43.5.24
052393	G2920	N-ASF	43	43.5.24	43.5.24
052394	G3756	PRT-N	43	43.5.24	43.5.24
052395	G2064	V-PNI-3S	43	43.5.24	43.5.24
052396	G235	CONJ	43	43.5.24	43.5.24
052397	G3327	V-RAI-3S	43	43.5.24	43.5.24
052398	G1537	PREP	43	43.5.24	43.5.24
052399	G3588	T-GSM	43	43.5.24	43.5.24
052400	G2288	N-GSM	43	43.5.24	43.5.24
052401	G1519	PREP	43	43.5.24	43.5.24
052402	G3588	T-ASF	43	43.5.24	43.5.24
052403	G2222	N-ASF	43	43.5.24	43.5.24
052404	G281	HEB	43	43.5.25	43.5.25
052405	G281	HEB	43	43.5.25	43.5.25
052406	G3004	V-PAI-1S	43	43.5.25	43.5.25
052407	G4771	P-2DP	43	43.5.25	43.5.25
052408	G3754	CONJ	43	43.5.25	43.5.25
052409	G2064	V-PNI-3S	43	43.5.25	43.5.25
052410	G5610	N-NSF	43	43.5.25	43.5.25
052411	G2532	CONJ	43	43.5.25	43.5.25
052412	G3568	ADV	43	43.5.25	43.5.25
052413	G1510	V-PAI-3S	43	43.5.25	43.5.25
052414	G3753	ADV	43	43.5.25	43.5.25
052415	G3588	T-NPM	43	43.5.25	43.5.25
052416	G3498	A-NPM	43	43.5.25	43.5.25
052417	G191	V-FAI-3P	43	43.5.25	43.5.25
052418	G3588	T-GSF	43	43.5.25	43.5.25
052419	G5456	N-GSF	43	43.5.25	43.5.25
052420	G3588	T-GSM	43	43.5.25	43.5.25
052421	G5207	N-GSM	43	43.5.25	43.5.25
052422	G3588	T-GSM	43	43.5.25	43.5.25
052423	G2316	N-GSM	43	43.5.25	43.5.25
052424	G2532	CONJ	43	43.5.25	43.5.25
052425	G3588	T-NPM	43	43.5.25	43.5.25
052426	G191	V-AAP-NPM	43	43.5.25	43.5.25
052427	G2198	V-FAI-3P	43	43.5.25	43.5.25
052428	G5618	CONJ	43	43.5.26	43.5.26
052429	G1063	CONJ	43	43.5.26	43.5.26
052430	G3588	T-NSM	43	43.5.26	43.5.26
052431	G3962	N-NSM	43	43.5.26	43.5.26
052432	G2192	V-PAI-3S	43	43.5.26	43.5.26
052433	G2222	N-ASF	43	43.5.26	43.5.26
052434	G1722	PREP	43	43.5.26	43.5.26
052435	G1438	F-3DSM	43	43.5.26	43.5.26
052436	G3779	ADV	43	43.5.26	43.5.26
052437	G2532	CONJ	43	43.5.26	43.5.26
052438	G3588	T-DSM	43	43.5.26	43.5.26
052439	G5207	N-DSM	43	43.5.26	43.5.26
052440	G1325	V-AAI-3S	43	43.5.26	43.5.26
052441	G2222	N-ASF	43	43.5.26	43.5.26
052442	G2192	V-PAN	43	43.5.26	43.5.26
052443	G1722	PREP	43	43.5.26	43.5.26
052444	G1438	F-3DSM	43	43.5.26	43.5.26
052445	G2532	CONJ	43	43.5.27	43.5.27
052446	G1849	N-ASF	43	43.5.27	43.5.27
052447	G1325	V-AAI-3S	43	43.5.27	43.5.27
052448	G846	P-DSM	43	43.5.27	43.5.27
052449	G2920	N-ASF	43	43.5.27	43.5.27
052450	G4160	V-PAN	43	43.5.27	43.5.27
052451	G3754	CONJ	43	43.5.27	43.5.27
052452	G5207	N-NSM	43	43.5.27	43.5.27
052453	G444	N-GSM	43	43.5.27	43.5.27
052454	G1510	V-PAI-3S	43	43.5.27	43.5.27
052455	G3361	PRT-N	43	43.5.28	43.5.28
052456	G2296	V-PAM-2P	43	43.5.28	43.5.28
052457	G3778	D-ASN	43	43.5.28	43.5.28
052458	G3754	CONJ	43	43.5.28	43.5.28
052459	G2064	V-PNI-3S	43	43.5.28	43.5.28
052460	G5610	N-NSF	43	43.5.28	43.5.28
052461	G1722	PREP	43	43.5.28	43.5.28
052462	G3739	R-DSF	43	43.5.28	43.5.28
052463	G3956	A-NPM	43	43.5.28	43.5.28
052464	G3588	T-NPM	43	43.5.28	43.5.28
052465	G1722	PREP	43	43.5.28	43.5.28
052466	G3588	T-DPN	43	43.5.28	43.5.28
052467	G3419	N-DPN	43	43.5.28	43.5.28
052468	G191	V-FAI-3P	43	43.5.28	43.5.28
052469	G3588	T-GSF	43	43.5.28	43.5.28
052470	G5456	N-GSF	43	43.5.28	43.5.28
052471	G846	P-GSM	43	43.5.28	43.5.28
052472	G2532	CONJ	43	43.5.29	43.5.29
052473	G1607	V-FDI-3P	43	43.5.29	43.5.29
052474	G3588	T-NPM	43	43.5.29	43.5.29
052475	G3588	T-APN	43	43.5.29	43.5.29
052476	G18	A-APN	43	43.5.29	43.5.29
052477	G4160	V-AAP-NPM	43	43.5.29	43.5.29
052478	G1519	PREP	43	43.5.29	43.5.29
052479	G386	N-ASF	43	43.5.29	43.5.29
052480	G2222	N-GSF	43	43.5.29	43.5.29
052481	G3588	T-NPM	43	43.5.29	43.5.29
052482	G1161	CONJ	43	43.5.29	43.5.29
052483	G3588	T-APN	43	43.5.29	43.5.29
052484	G5337	A-APN	43	43.5.29	43.5.29
052485	G4238	V-AAP-NPM	43	43.5.29	43.5.29
052486	G1519	PREP	43	43.5.29	43.5.29
052487	G386	N-ASF	43	43.5.29	43.5.29
052488	G2920	N-GSF	43	43.5.29	43.5.29
052489	G3756	PRT-N	43	43.5.30	43.5.30
052490	G1410	V-PNI-1S	43	43.5.30	43.5.30
052491	G1473	P-1NS	43	43.5.30	43.5.30
052492	G4160	V-PAN	43	43.5.30	43.5.30
052493	G575	PREP	43	43.5.30	43.5.30
052494	G1683	F-1GSM	43	43.5.30	43.5.30
052495	G3762	A-ASN	43	43.5.30	43.5.30
052496	G2531	CONJ	43	43.5.30	43.5.30
052497	G191	V-PAI-1S	43	43.5.30	43.5.30
052498	G2919	V-PAI-1S	43	43.5.30	43.5.30
052499	G2532	CONJ	43	43.5.30	43.5.30
052500	G3588	T-NSF	43	43.5.30	43.5.30
052501	G2920	N-NSF	43	43.5.30	43.5.30
052502	G3588	T-NSF	43	43.5.30	43.5.30
052503	G1699	S-1SNSF	43	43.5.30	43.5.30
052504	G1342	A-NSF	43	43.5.30	43.5.30
052505	G1510	V-PAI-3S	43	43.5.30	43.5.30
052506	G3754	CONJ	43	43.5.30	43.5.30
052507	G3756	PRT-N	43	43.5.30	43.5.30
052508	G2212	V-PAI-1S	43	43.5.30	43.5.30
052509	G3588	T-ASN	43	43.5.30	43.5.30
052510	G2307	N-ASN	43	43.5.30	43.5.30
052511	G3588	T-ASN	43	43.5.30	43.5.30
052512	G1699	S-1SASN	43	43.5.30	43.5.30
052513	G235	CONJ	43	43.5.30	43.5.30
052514	G3588	T-ASN	43	43.5.30	43.5.30
052515	G2307	N-ASN	43	43.5.30	43.5.30
052516	G3588	T-GSM	43	43.5.30	43.5.30
052517	G3992	V-AAP-GSM	43	43.5.30	43.5.30
052518	G1473	P-1AS	43	43.5.30	43.5.30
052519	G1437	CONJ	43	43.5.31	43.5.31
052520	G1473	P-1NS	43	43.5.31	43.5.31
052521	G3140	V-PAS-1S	43	43.5.31	43.5.31
052522	G4012	PREP	43	43.5.31	43.5.31
052523	G1683	F-1GSM	43	43.5.31	43.5.31
052524	G3588	T-NSF	43	43.5.31	43.5.31
052525	G3141	N-NSF	43	43.5.31	43.5.31
052526	G1473	P-1GS	43	43.5.31	43.5.31
052527	G3756	PRT-N	43	43.5.31	43.5.31
052528	G1510	V-PAI-3S	43	43.5.31	43.5.31
052529	G227	A-NSF	43	43.5.31	43.5.31
052530	G243	A-NSM	43	43.5.32	43.5.32
052531	G1510	V-PAI-3S	43	43.5.32	43.5.32
052532	G3588	T-NSM	43	43.5.32	43.5.32
052533	G3140	V-PAP-NSM	43	43.5.32	43.5.32
052534	G4012	PREP	43	43.5.32	43.5.32
052535	G1473	P-1GS	43	43.5.32	43.5.32
052536	G2532	CONJ	43	43.5.32	43.5.32
052537	G1492	V-RAI-1S	43	43.5.32	43.5.32
052538	G3754	CONJ	43	43.5.32	43.5.32
052539	G227	A-NSF	43	43.5.32	43.5.32
052540	G1510	V-PAI-3S	43	43.5.32	43.5.32
052541	G3588	T-NSF	43	43.5.32	43.5.32
052542	G3141	N-NSF	43	43.5.32	43.5.32
052543	G3739	R-ASF	43	43.5.32	43.5.32
052544	G3140	V-PAI-3S	43	43.5.32	43.5.32
052545	G4012	PREP	43	43.5.32	43.5.32
052546	G1473	P-1GS	43	43.5.32	43.5.32
052547	G4771	P-2NP	43	43.5.33	43.5.33
052548	G649	V-RAI-2P	43	43.5.33	43.5.33
052549	G4314	PREP	43	43.5.33	43.5.33
052550	G2491	N-ASM-P	43	43.5.33	43.5.33
052551	G2532	CONJ	43	43.5.33	43.5.33
052552	G3140	V-RAI-3S	43	43.5.33	43.5.33
052553	G3588	T-DSF	43	43.5.33	43.5.33
052554	G225	N-DSF	43	43.5.33	43.5.33
052555	G1473	P-1NS	43	43.5.34	43.5.34
052556	G1161	CONJ	43	43.5.34	43.5.34
052557	G3756	PRT-N	43	43.5.34	43.5.34
052558	G3844	PREP	43	43.5.34	43.5.34
052559	G444	N-GSM	43	43.5.34	43.5.34
052560	G3588	T-ASF	43	43.5.34	43.5.34
052561	G3141	N-ASF	43	43.5.34	43.5.34
052562	G2983	V-PAI-1S	43	43.5.34	43.5.34
052563	G235	CONJ	43	43.5.34	43.5.34
052564	G3778	D-APN	43	43.5.34	43.5.34
052565	G3004	V-PAI-1S	43	43.5.34	43.5.34
052566	G2443	CONJ	43	43.5.34	43.5.34
052567	G4771	P-2NP	43	43.5.34	43.5.34
052568	G4982	V-APS-2P	43	43.5.34	43.5.34
052569	G1565	D-NSM	43	43.5.35	43.5.35
052570	G1510	V-IAI-3S	43	43.5.35	43.5.35
052571	G3588	T-NSM	43	43.5.35	43.5.35
052572	G3088	N-NSM	43	43.5.35	43.5.35
052573	G3588	T-NSM	43	43.5.35	43.5.35
052574	G2545	V-PPP-NSM	43	43.5.35	43.5.35
052575	G2532	CONJ	43	43.5.35	43.5.35
052576	G5316	V-PAP-NSM	43	43.5.35	43.5.35
052577	G4771	P-2NP	43	43.5.35	43.5.35
052578	G1161	CONJ	43	43.5.35	43.5.35
052579	G2309	V-AAI-2P	43	43.5.35	43.5.35
052580	G21	V-AON	43	43.5.35	43.5.35
052581	G4314	PREP	43	43.5.35	43.5.35
052582	G5610	N-ASF	43	43.5.35	43.5.35
052583	G1722	PREP	43	43.5.35	43.5.35
052584	G3588	T-DSN	43	43.5.35	43.5.35
052585	G5457	N-DSN	43	43.5.35	43.5.35
052586	G846	P-GSM	43	43.5.35	43.5.35
052587	G1473	P-1NS	43	43.5.36	43.5.36
052588	G1161	CONJ	43	43.5.36	43.5.36
052589	G2192	V-PAI-1S	43	43.5.36	43.5.36
052590	G3588	T-ASF	43	43.5.36	43.5.36
052591	G3141	N-ASF	43	43.5.36	43.5.36
052592	G3173	A-ASF-C	43	43.5.36	43.5.36
052593	G3588	T-GSM	43	43.5.36	43.5.36
052594	G2491	N-GSM-P	43	43.5.36	43.5.36
052595	G3588	T-NPN	43	43.5.36	43.5.36
052596	G1063	CONJ	43	43.5.36	43.5.36
052597	G2041	N-NPN	43	43.5.36	43.5.36
052598	G3739	R-APN	43	43.5.36	43.5.36
052599	G1325	V-RAI-3S	43	43.5.36	43.5.36
052600	G1473	P-1DS	43	43.5.36	43.5.36
052601	G3588	T-NSM	43	43.5.36	43.5.36
052602	G3962	N-NSM	43	43.5.36	43.5.36
052603	G2443	CONJ	43	43.5.36	43.5.36
052604	G5048	V-AAS-1S	43	43.5.36	43.5.36
052605	G846	P-APN	43	43.5.36	43.5.36
