000586	〔40｜2｜9〕	ὁ
000587	〔40｜2｜9〕	ἀστὴρ
000588	〔40｜2｜9〕	ὃν
000589	〔40｜2｜9〕	εἶδον
000590	〔40｜2｜9〕	ἐν
000591	〔40｜2｜9〕	τῇ
000592	〔40｜2｜9〕	ἀνατολῇ
000593	〔40｜2｜9〕	προῆγεν
000594	〔40｜2｜9〕	αὐτούς
000595	〔40｜2｜9〕	ἕως
000596	〔40｜2｜9〕	ἐλθὼν
000597	〔40｜2｜9〕	ἐστάθη
000598	〔40｜2｜9〕	ἐπάνω
000599	〔40｜2｜9〕	οὗ
000600	〔40｜2｜9〕	ἦν
000601	〔40｜2｜9〕	τὸ
000602	〔40｜2｜9〕	παιδίον
000603	〔40｜2｜10〕	ἰδόντες
000604	〔40｜2｜10〕	δὲ
000605	〔40｜2｜10〕	τὸν
000606	〔40｜2｜10〕	ἀστέρα
000607	〔40｜2｜10〕	ἐχάρησαν
000608	〔40｜2｜10〕	χαρὰν
000609	〔40｜2｜10〕	μεγάλην
000610	〔40｜2｜10〕	σφόδρα
000611	〔40｜2｜11〕	καὶ
000612	〔40｜2｜11〕	ἐλθόντες
000613	〔40｜2｜11〕	εἰς
000614	〔40｜2｜11〕	τὴν
000615	〔40｜2｜11〕	οἰκίαν
000616	〔40｜2｜11〕	εἶδον
000617	〔40｜2｜11〕	τὸ
000618	〔40｜2｜11〕	παιδίον
000619	〔40｜2｜11〕	μετὰ
000620	〔40｜2｜11〕	Μαρίας
000621	〔40｜2｜11〕	τῆς
000622	〔40｜2｜11〕	μητρὸς
