OGNTsort	extendedStrNo	RMAC	description
104176	G3588	T-DPM	『T-DPM』
104177	G40	A-DPM	『A-DPM』
104178	G2532	CONJ	『CONJ』
104179	G5101	I-NSN	『I-NSN』
104180	G3588	T-NSN	『T-NSN』
104181	G5235	V-PAP-NSN	『V-PAP-NSN』
104182	G3174	N-NSN	『N-NSN』
104183	G3588	T-GSF	『T-GSF』
104184	G1411	N-GSF	『N-GSF』
104185	G846	P-GSM	『P-GSM』
104186	G1519	PREP	『PREP』
104187	G1473	P-1AP	『P-1AP』
104188	G3588	T-APM	『T-APM』
104189	G4100	V-PAP-APM	『V-PAP-APM』
104190	G2596	PREP	『PREP』
104191	G3588	T-ASF	『T-ASF』
104192	G1753	N-ASF	『N-ASF』
104193	G3588	T-GSN	『T-GSN』
104194	G2904	N-GSN	『N-GSN』
104195	G3588	T-GSF	『T-GSF』
104196	G2479	N-GSF	『N-GSF』
104197	G846	P-GSM	『P-GSM』
104198	G3739	R-ASF	『R-ASF』
104199	G1754	V-RAI-3S	『V-RAI-3S』
104200	G1722	PREP	『PREP』
104201	G3588	T-DSM	『T-DSM』
104202	G5547	N-DSM-T	『N-DSM-T』
104203	G1453	V-AAP-NSM	『V-AAP-NSM』
104204	G846	P-ASM	『P-ASM』
104205	G1537	PREP	『PREP』
104206	G3498	A-GPM	『A-GPM』
104207	G2532	CONJ	『CONJ』
104208	G2523	V-AAP-NSM	『V-AAP-NSM』
104209	G1722	PREP	『PREP』
104210	G1188	A-DSF	『A-DSF』
104211	G846	P-GSM	『P-GSM』
104212	G1722	PREP	『PREP』
104213	G3588	T-DPN	『T-DPN』
104214	G2032	A-DPN	『A-DPN』
104215	G5231	PREP	『PREP』
104216	G3956	A-GSF	『A-GSF』
104217	G746	N-GSF	『N-GSF』
104218	G2532	CONJ	『CONJ』
104219	G1849	N-GSF	『N-GSF』
104220	G2532	CONJ	『CONJ』
104221	G1411	N-GSF	『N-GSF』
104222	G2532	CONJ	『CONJ』
104223	G2963	N-GSF	『N-GSF』
104224	G2532	CONJ	『CONJ』
104225	G3956	A-GSN	『A-GSN』
104226	G3686	N-GSN	『N-GSN』
104227	G3687	V-PPP-GSN	『V-PPP-GSN』
104228	G3756	PRT-N	『PRT-N』
104229	G3441	A-ASN	『A-ASN』
104230	G1722	PREP	『PREP』
104231	G3588	T-DSM	『T-DSM』
104232	G165	N-DSM	『N-DSM』
104233	G3778	D-DSM	『D-DSM』
104234	G235	CONJ	『CONJ』
104235	G2532	CONJ	『CONJ』
104236	G1722	PREP	『PREP』
104237	G3588	T-DSM	『T-DSM』
104238	G3195	V-PAP-DSM	『V-PAP-DSM』
104239	G2532	CONJ	『CONJ』
104240	G3956	A-APN	『A-APN』
104241	G5293	V-2AAI-3S	『V-2AAI-3S』
104242	G5259	PREP	『PREP』
104243	G3588	T-APM	『T-APM』
104244	G4228	N-APM	『N-APM』
104245	G846	P-GSM	『P-GSM』
104246	G2532	CONJ	『CONJ』
104247	G846	P-ASM	『P-ASM』
104248	G1325	V-AAI-3S	『V-AAI-3S』
104249	G2776	N-ASF	『N-ASF』
104250	G5228	PREP	『PREP』
104251	G3956	A-APN	『A-APN』
104252	G3588	T-DSF	『T-DSF』
104253	G1577	N-DSF	『N-DSF』
104254	G3748	R-NSF	『R-NSF』
104255	G1510	V-PAI-3S	『V-PAI-3S』
104256	G3588	T-NSN	『T-NSN』
104257	G4983	N-NSN	『N-NSN』
104258	G846	P-GSM	『P-GSM』
104259	G3588	T-NSN	『T-NSN』
104260	G4138	N-NSN	『N-NSN』
104261	G3588	T-GSM	『T-GSM』
104262	G3588	T-APN	『T-APN』
104263	G3956	A-APN	『A-APN』
104264	G1722	PREP	『PREP』
104265	G3956	A-DPN	『A-DPN』
104266	G4137	V-PMP-GSM	『V-PMP-GSM』
104267	G2532	CONJ	『CONJ』
104268	G4771	P-2AP	『P-2AP』
104269	G1510	V-PAP-APM	『V-PAP-APM』
104270	G3498	A-APM	『A-APM』
104271	G3588	T-DPN	『T-DPN』
104272	G3900	N-DPN	『N-DPN』
104273	G2532	CONJ	『CONJ』
104274	G3588	T-DPF	『T-DPF』
104275	G266	N-DPF	『N-DPF』
104276	G4771	P-2GP	『P-2GP』
104277	G1722	PREP	『PREP』
104278	G3739	R-DPF	『R-DPF』
104279	G4218	PRT	『PRT』
104280	G4043	V-AAI-2P	『V-AAI-2P』
104281	G2596	PREP	『PREP』
104282	G3588	T-ASM	『T-ASM』
104283	G165	N-ASM	『N-ASM』
104284	G3588	T-GSM	『T-GSM』
104285	G2889	N-GSM	『N-GSM』
104286	G3778	D-GSM	『D-GSM』
104287	G2596	PREP	『PREP』
104288	G3588	T-ASM	『T-ASM』
104289	G758	N-ASM	『N-ASM』
104290	G3588	T-GSF	『T-GSF』
104291	G1849	N-GSF	『N-GSF』
104292	G3588	T-GSM	『T-GSM』
104293	G109	N-GSM	『N-GSM』
104294	G3588	T-GSN	『T-GSN』
104295	G4151	N-GSN	『N-GSN』
104296	G3588	T-GSN	『T-GSN』
104297	G3568	ADV	『ADV』
104298	G1754	V-PAP-GSN	『V-PAP-GSN』
104299	G1722	PREP	『PREP』
104300	G3588	T-DPM	『T-DPM』
104301	G5207	N-DPM	『N-DPM』
104302	G3588	T-GSF	『T-GSF』
104303	G543	N-GSF	『N-GSF』
104304	G1722	PREP	『PREP』
104305	G3739	R-DPM	『R-DPM』
104306	G2532	CONJ	『CONJ』
104307	G1473	P-1NP	『P-1NP』
104308	G3956	A-NPM	『A-NPM』
104309	G390	V-2API-1P	『V-2API-1P』
104310	G4218	PRT	『PRT』
104311	G1722	PREP	『PREP』
104312	G3588	T-DPF	『T-DPF』
104313	G1939	N-DPF	『N-DPF』
104314	G3588	T-GSF	『T-GSF』
104315	G4561	N-GSF	『N-GSF』
104316	G1473	P-1GP	『P-1GP』
104317	G4160	V-PAP-NPM	『V-PAP-NPM』
104318	G3588	T-APN	『T-APN』
104319	G2307	N-APN	『N-APN』
104320	G3588	T-GSF	『T-GSF』
104321	G4561	N-GSF	『N-GSF』
104322	G2532	CONJ	『CONJ』
104323	G3588	T-GPF	『T-GPF』
104324	G1271	N-GPF	『N-GPF』
104325	G2532	CONJ	『CONJ』
104326	G1510	V-IMI-1P	『V-IMI-1P』
104327	G5043	N-NPN	『N-NPN』
104328	G5449	N-DSF	『N-DSF』
104329	G3709	N-GSF	『N-GSF』
104330	G5613	CONJ	『CONJ』
104331	G2532	CONJ	『CONJ』
104332	G3588	T-NPM	『T-NPM』
104333	G3062	A-NPM	『A-NPM』
104334	G3588	T-NSM	『T-NSM』
104335	G1161	CONJ	『CONJ』
104336	G2316	N-NSM	『N-NSM』
104337	G4145	A-NSM	『A-NSM』
104338	G1510	V-PAP-NSM	『V-PAP-NSM』
104339	G1722	PREP	『PREP』
104340	G1656	N-DSN	『N-DSN』
104341	G1223	PREP	『PREP』
104342	G3588	T-ASF	『T-ASF』
104343	G4183	A-ASF	『A-ASF』
104344	G26	N-ASF	『N-ASF』
104345	G846	P-GSM	『P-GSM』
104346	G3739	R-ASF	『R-ASF』
104347	G25	V-AAI-3S	『V-AAI-3S』
104348	G1473	P-1AP	『P-1AP』
104349	G2532	CONJ	『CONJ』
104350	G1510	V-PAP-APM	『V-PAP-APM』
104351	G1473	P-1AP	『P-1AP』
104352	G3498	A-APM	『A-APM』
104353	G3588	T-DPN	『T-DPN』
104354	G3900	N-DPN	『N-DPN』
104355	G4806	V-AAI-3S	『V-AAI-3S』
104356	G3588	T-DSM	『T-DSM』
104357	G5547	N-DSM-T	『N-DSM-T』
104358	G5485	N-DSF	『N-DSF』
104359	G1510	V-PAI-2P	『V-PAI-2P』
104360	G4982	V-RPP-NPM	『V-RPP-NPM』
104361	G2532	CONJ	『CONJ』
104362	G4891	V-AAI-3S	『V-AAI-3S』
104363	G2532	CONJ	『CONJ』
104364	G4776	V-AAI-3S	『V-AAI-3S』
104365	G1722	PREP	『PREP』
104366	G3588	T-DPN	『T-DPN』
104367	G2032	A-DPN	『A-DPN』
104368	G1722	PREP	『PREP』
104369	G5547	N-DSM-T	『N-DSM-T』
104370	G2424	N-DSM-P	『N-DSM-P』
104371	G2443	CONJ	『CONJ』
104372	G1731	V-AMS-3S	『V-AMS-3S』
104373	G1722	PREP	『PREP』
104374	G3588	T-DPM	『T-DPM』
104375	G165	N-DPM	『N-DPM』
104376	G3588	T-DPM	『T-DPM』
104377	G1904	V-PNP-DPM	『V-PNP-DPM』
104378	G3588	T-ASN	『T-ASN』
104379	G5235	V-PAP-ASN	『V-PAP-ASN』
104380	G4149	N-ASN	『N-ASN』
104381	G3588	T-GSF	『T-GSF』
104382	G5485	N-GSF	『N-GSF』
104383	G846	P-GSM	『P-GSM』
104384	G1722	PREP	『PREP』
104385	G5544	N-DSF	『N-DSF』
104386	G1909	PREP	『PREP』
104387	G1473	P-1AP	『P-1AP』
104388	G1722	PREP	『PREP』
104389	G5547	N-DSM-T	『N-DSM-T』
104390	G2424	N-DSM-P	『N-DSM-P』
104391	G3588	T-DSF	『T-DSF』
104392	G1063	CONJ	『CONJ』
104393	G5485	N-DSF	『N-DSF』
104394	G1510	V-PAI-2P	『V-PAI-2P』
104395	G4982	V-RPP-NPM	『V-RPP-NPM』
104396	G1223	PREP	『PREP』
104397	G4102	N-GSF	『N-GSF』
104398	G2532	CONJ	『CONJ』
104399	G3778	D-NSN	『D-NSN』
104400	G3756	PRT-N	『PRT-N』
104401	G1537	PREP	『PREP』
104402	G4771	P-2GP	『P-2GP』
104403	G2316	N-GSM	『N-GSM』
104404	G3588	T-NSN	『T-NSN』
104405	G1435	N-NSN	『N-NSN』
104406	G3756	PRT-N	『PRT-N』
104407	G1537	PREP	『PREP』
104408	G2041	N-GPN	『N-GPN』
104409	G2443	CONJ	『CONJ』
104410	G3361	PRT-N	『PRT-N』
104411	G5100	X-NSM	『X-NSM』
104412	G2744	V-ADS-3S	『V-ADS-3S』
104413	G846	P-GSM	『P-GSM』
104414	G1063	CONJ	『CONJ』
104415	G1510	V-PAI-1P	『V-PAI-1P』
104416	G4161	N-NSN	『N-NSN』
104417	G2936	V-APP-NPM	『V-APP-NPM』
104418	G1722	PREP	『PREP』
104419	G5547	N-DSM-T	『N-DSM-T』
104420	G2424	N-DSM-P	『N-DSM-P』
104421	G1909	PREP	『PREP』
104422	G2041	N-DPN	『N-DPN』
104423	G18	A-DPN	『A-DPN』
104424	G3739	R-DPN	『R-DPN』
104425	G4282	V-AAI-3S	『V-AAI-3S』
104426	G3588	T-NSM	『T-NSM』
104427	G2316	N-NSM	『N-NSM』
104428	G2443	CONJ	『CONJ』
104429	G1722	PREP	『PREP』
104430	G846	P-DPN	『P-DPN』
104431	G4043	V-AAS-1P	『V-AAS-1P』
104432	G1352	CONJ	『CONJ』
104433	G3421	V-PAM-2P	『V-PAM-2P』
104434	G3754	CONJ	『CONJ』
104435	G4218	PRT	『PRT』
104436	G4771	P-2NP	『P-2NP』
104437	G3588	T-NPN	『T-NPN』
104438	G1484	N-NPN	『N-NPN』
104439	G1722	PREP	『PREP』
104440	G4561	N-DSF	『N-DSF』
104441	G3588	T-NPM	『T-NPM』
104442	G3004	V-PPP-NPM	『V-PPP-NPM』
104443	G203	N-NSF	『N-NSF』
104444	G5259	PREP	『PREP』
104445	G3588	T-GSF	『T-GSF』
104446	G3004	V-PPP-GSF	『V-PPP-GSF』
104447	G4061	N-GSF	『N-GSF』
104448	G1722	PREP	『PREP』
104449	G4561	N-DSF	『N-DSF』
104450	G5499	A-GSF	『A-GSF』
104451	G3754	CONJ	『CONJ』
104452	G1510	V-IAI-2P	『V-IAI-2P』
104453	G3588	T-DSM	『T-DSM』
104454	G2540	N-DSM	『N-DSM』
104455	G1565	D-DSM	『D-DSM』
104456	G5565	PREP	『PREP』
104457	G5547	N-GSM-T	『N-GSM-T』
104458	G526	V-RPP-NPM	『V-RPP-NPM』
104459	G3588	T-GSF	『T-GSF』
104460	G4174	N-GSF	『N-GSF』
104461	G3588	T-GSM	『T-GSM』
104462	G2474	N-GSM-L	『N-GSM-L』
104463	G2532	CONJ	『CONJ』
104464	G3581	A-NPM	『A-NPM』
104465	G3588	T-GPF	『T-GPF』
104466	G1242	N-GPF	『N-GPF』
104467	G3588	T-GSF	『T-GSF』
104468	G1860	N-GSF	『N-GSF』
104469	G1680	N-ASF	『N-ASF』
104470	G3361	PRT-N	『PRT-N』
104471	G2192	V-PAP-NPM	『V-PAP-NPM』
104472	G2532	CONJ	『CONJ』
104473	G112	A-NPM	『A-NPM』
104474	G1722	PREP	『PREP』
104475	G3588	T-DSM	『T-DSM』
104476	G2889	N-DSM	『N-DSM』
104477	G3570	ADV	『ADV』
104478	G1161	CONJ	『CONJ』
104479	G1722	PREP	『PREP』
104480	G5547	N-DSM-T	『N-DSM-T』
104481	G2424	N-DSM-P	『N-DSM-P』
104482	G4771	P-2NP	『P-2NP』
104483	G3739	R-NPM	『R-NPM』
104484	G4218	PRT	『PRT』
104485	G1510	V-PAP-NPM	『V-PAP-NPM』
104486	G3117	A-ASF	『A-ASF』
104487	G1096	V-2AOI-2P	『V-2AOI-2P』
104488	G1451	ADV	『ADV』
104489	G1722	PREP	『PREP』
104490	G3588	T-DSN	『T-DSN』
104491	G129	N-DSN	『N-DSN』
104492	G3588	T-GSM	『T-GSM』
104493	G5547	N-GSM-T	『N-GSM-T』
104494	G846	P-NSM	『P-NSM』
104495	G1063	CONJ	『CONJ』
104496	G1510	V-PAI-3S	『V-PAI-3S』
104497	G3588	T-NSF	『T-NSF』
104498	G1515	N-NSF	『N-NSF』
104499	G1473	P-1GP	『P-1GP』
104500	G3588	T-NSM	『T-NSM』
104501	G4160	V-AAP-NSM	『V-AAP-NSM』
104502	G3588	T-APN	『T-APN』
104503	G297	A-APN	『A-APN』
104504	G1520	A-ASN	『A-ASN』
104505	G2532	CONJ	『CONJ』
104506	G3588	T-ASN	『T-ASN』
104507	G3320	N-ASN	『N-ASN』
104508	G3588	T-GSM	『T-GSM』
104509	G5418	N-GSM	『N-GSM』
104510	G3089	V-AAP-NSM	『V-AAP-NSM』
104511	G3588	T-ASF	『T-ASF』
104512	G2189	N-ASF	『N-ASF』
104513	G1722	PREP	『PREP』
104514	G3588	T-DSF	『T-DSF』
104515	G4561	N-DSF	『N-DSF』
104516	G846	P-GSM	『P-GSM』
104517	G3588	T-ASM	『T-ASM』
104518	G3551	N-ASM	『N-ASM』
104519	G3588	T-GPF	『T-GPF』
104520	G1785	N-GPF	『N-GPF』
104521	G1722	PREP	『PREP』
104522	G1378	N-DPN	『N-DPN』
104523	G2673	V-AAP-NSM	『V-AAP-NSM』
104524	G2443	CONJ	『CONJ』
104525	G3588	T-APM	『T-APM』
104526	G1417	A-APM-NUI	『A-APM-NUI』
104527	G2936	V-AAS-3S	『V-AAS-3S』
104528	G1722	PREP	『PREP』
104529	G1438	F-3DSM	『F-3DSM』
104530	G1519	PREP	『PREP』
104531	G1520	A-ASM	『A-ASM』
104532	G2537	A-ASM	『A-ASM』
104533	G444	N-ASM	『N-ASM』
104534	G4160	V-PAP-NSM	『V-PAP-NSM』
104535	G1515	N-ASF	『N-ASF』
104536	G2532	CONJ	『CONJ』
104537	G604	V-AAS-3S	『V-AAS-3S』
104538	G3588	T-APM	『T-APM』
104539	G297	A-APM	『A-APM』
104540	G1722	PREP	『PREP』
104541	G1520	A-DSN	『A-DSN』
104542	G4983	N-DSN	『N-DSN』
104543	G3588	T-DSM	『T-DSM』
104544	G2316	N-DSM	『N-DSM』
104545	G1223	PREP	『PREP』
104546	G3588	T-GSM	『T-GSM』
104547	G4716	N-GSM	『N-GSM』
104548	G615	V-AAP-NSM	『V-AAP-NSM』
104549	G3588	T-ASF	『T-ASF』
104550	G2189	N-ASF	『N-ASF』
104551	G1722	PREP	『PREP』
104552	G846	P-DSM	『P-DSM』
104553	G2532	CONJ	『CONJ』
104554	G2064	V-2AAP-NSM	『V-2AAP-NSM』
104555	G2097	V-AMI-3S	『V-AMI-3S』
104556	G1515	N-ASF	『N-ASF』
104557	G4771	P-2DP	『P-2DP』
104558	G3588	T-DPM	『T-DPM』
104559	G3117	A-ASF	『A-ASF』
104560	G2532	CONJ	『CONJ』
104561	G1515	N-ASF	『N-ASF』
104562	G3588	T-DPM	『T-DPM』
104563	G1451	ADV	『ADV』
104564	G3754	CONJ	『CONJ』
104565	G1223	PREP	『PREP』
104566	G846	P-GSM	『P-GSM』
104567	G2192	V-PAI-1P	『V-PAI-1P』
104568	G3588	T-ASF	『T-ASF』
104569	G4318	N-ASF	『N-ASF』
104570	G3588	T-NPM	『T-NPM』
104571	G297	A-NPM	『A-NPM』
104572	G1722	PREP	『PREP』
104573	G1520	A-DSN	『A-DSN』
104574	G4151	N-DSN	『N-DSN』
104575	G4314	PREP	『PREP』
104576	G3588	T-ASM	『T-ASM』
104577	G3962	N-ASM	『N-ASM』
104578	G686	CONJ	『CONJ』
104579	G3767	CONJ	『CONJ』
104580	G3765	ADV	『ADV』
104581	G1510	V-PAI-2P	『V-PAI-2P』
104582	G3581	A-NPM	『A-NPM』
104583	G2532	CONJ	『CONJ』
104584	G3941	A-NPM	『A-NPM』
104585	G235	CONJ	『CONJ』
104586	G1510	V-PAI-2P	『V-PAI-2P』
104587	G4847	N-NPM	『N-NPM』
104588	G3588	T-GPM	『T-GPM』
104589	G40	A-GPM	『A-GPM』
104590	G2532	CONJ	『CONJ』
104591	G3609	A-NPM	『A-NPM』
104592	G3588	T-GSM	『T-GSM』
104593	G2316	N-GSM	『N-GSM』
104594	G2026	V-APP-NPM	『V-APP-NPM』
104595	G1909	PREP	『PREP』
104596	G3588	T-DSM	『T-DSM』
104597	G2310	N-DSM	『N-DSM』
104598	G3588	T-GPM	『T-GPM』
104599	G652	N-GPM	『N-GPM』
104600	G2532	CONJ	『CONJ』
104601	G4396	N-GPM	『N-GPM』
104602	G1510	V-PAP-GSM	『V-PAP-GSM』
104603	G204	A-GSM	『A-GSM』
104604	G846	P-GSM	『P-GSM』
104605	G5547	N-GSM-T	『N-GSM-T』
104606	G2424	N-GSM-P	『N-GSM-P』
104607	G1722	PREP	『PREP』
104608	G3739	R-DSM	『R-DSM』
104609	G3956	A-NSF	『A-NSF』
104610	G3619	N-NSF	『N-NSF』
104611	G4883	V-PPP-NSF	『V-PPP-NSF』
104612	G837	V-PAI-3S	『V-PAI-3S』
104613	G1519	PREP	『PREP』
104614	G3485	N-ASM	『N-ASM』
104615	G40	A-ASM	『A-ASM』
104616	G1722	PREP	『PREP』
104617	G2962	N-DSM	『N-DSM』
104618	G1722	PREP	『PREP』
104619	G3739	R-DSM	『R-DSM』
104620	G2532	CONJ	『CONJ』
104621	G4771	P-2NP	『P-2NP』
104622	G4925	V-PPI-2P	『V-PPI-2P』
104623	G1519	PREP	『PREP』
104624	G2732	N-ASN	『N-ASN』
104625	G3588	T-GSM	『T-GSM』
104626	G2316	N-GSM	『N-GSM』
104627	G1722	PREP	『PREP』
104628	G4151	N-DSN	『N-DSN』
104629	G3778	D-GSN	『D-GSN』
104630	G5484	PREP	『PREP』
104631	G1473	P-1NS	『P-1NS』
104632	G3972	N-NSM-P	『N-NSM-P』
104633	G3588	T-NSM	『T-NSM』
104634	G1198	N-NSM	『N-NSM』
104635	G3588	T-GSM	『T-GSM』
104636	G5547	N-GSM-T	『N-GSM-T』
104637	G2424	N-GSM-P	『N-GSM-P』
104638	G5228	PREP	『PREP』
104639	G4771	P-2GP	『P-2GP』
104640	G3588	T-GPN	『T-GPN』
104641	G1484	N-GPN	『N-GPN』
104642	G1487	CONJ	『CONJ』
104643	G1065	PRT	『PRT』
104644	G191	V-AAI-2P	『V-AAI-2P』
104645	G3588	T-ASF	『T-ASF』
104646	G3622	N-ASF	『N-ASF』
104647	G3588	T-GSF	『T-GSF』
104648	G5485	N-GSF	『N-GSF』
104649	G3588	T-GSM	『T-GSM』
104650	G2316	N-GSM	『N-GSM』
104651	G3588	T-GSF	『T-GSF』
104652	G1325	V-APP-GSF	『V-APP-GSF』
104653	G1473	P-1DS	『P-1DS』
104654	G1519	PREP	『PREP』
104655	G4771	P-2AP	『P-2AP』
104656	G3754	CONJ	『CONJ』
104657	G2596	PREP	『PREP』
104658	G602	N-ASF	『N-ASF』
104659	G1107	V-API-3S	『V-API-3S』
104660	G1473	P-1DS	『P-1DS』
104661	G3588	T-NSN	『T-NSN』
104662	G3466	N-NSN	『N-NSN』
104663	G2531	CONJ	『CONJ』
104664	G4270	V-2AAI-1S	『V-2AAI-1S』
104665	G1722	PREP	『PREP』
104666	G3641	A-DSN	『A-DSN』
104667	G4314	PREP	『PREP』
104668	G3739	R-ASN	『R-ASN』
104669	G1410	V-PNI-2P	『V-PNI-2P』
104670	G314	V-PAP-NPM	『V-PAP-NPM』
104671	G3539	V-AAN	『V-AAN』
104672	G3588	T-ASF	『T-ASF』
104673	G4907	N-ASF	『N-ASF』
104674	G1473	P-1GS	『P-1GS』
104675	G1722	PREP	『PREP』
104676	G3588	T-DSN	『T-DSN』
104677	G3466	N-DSN	『N-DSN』
104678	G3588	T-GSM	『T-GSM』
104679	G5547	N-GSM-T	『N-GSM-T』
104680	G3739	R-NSN	『R-NSN』
104681	G2087	A-DPF	『A-DPF』
104682	G1074	N-DPF	『N-DPF』
104683	G3756	PRT-N	『PRT-N』
104684	G1107	V-API-3S	『V-API-3S』
104685	G3588	T-DPM	『T-DPM』
104686	G5207	N-DPM	『N-DPM』
104687	G3588	T-GPM	『T-GPM』
104688	G444	N-GPM	『N-GPM』
104689	G5613	CONJ	『CONJ』
104690	G3568	ADV	『ADV』
104691	G601	V-API-3S	『V-API-3S』
104692	G3588	T-DPM	『T-DPM』
104693	G40	A-DPM	『A-DPM』
104694	G652	N-DPM	『N-DPM』
104695	G846	P-GSM	『P-GSM』
104696	G2532	CONJ	『CONJ』
104697	G4396	N-DPM	『N-DPM』
104698	G1722	PREP	『PREP』
104699	G4151	N-DSN	『N-DSN』
104700	G1510	V-PAN	『V-PAN』
104701	G3588	T-APN	『T-APN』
104702	G1484	N-APN	『N-APN』
104703	G4789	A-APN	『A-APN』
104704	G2532	CONJ	『CONJ』
104705	G4954	A-APN	『A-APN』
104706	G2532	CONJ	『CONJ』
104707	G4830	A-APN	『A-APN』
104708	G3588	T-GSF	『T-GSF』
104709	G1860	N-GSF	『N-GSF』
104710	G1722	PREP	『PREP』
104711	G5547	N-DSM-T	『N-DSM-T』
104712	G2424	N-DSM-P	『N-DSM-P』
104713	G1223	PREP	『PREP』
104714	G3588	T-GSN	『T-GSN』
104715	G2098	N-GSN	『N-GSN』
104716	G3739	R-GSN	『R-GSN』
104717	G1096	V-2AOI-1S	『V-2AOI-1S』
104718	G1249	N-NSM	『N-NSM』
104719	G2596	PREP	『PREP』
104720	G3588	T-ASF	『T-ASF』
104721	G1431	N-ASF	『N-ASF』
104722	G3588	T-GSF	『T-GSF』
104723	G5485	N-GSF	『N-GSF』
104724	G3588	T-GSM	『T-GSM』
104725	G2316	N-GSM	『N-GSM』
104726	G3588	T-GSF	『T-GSF』
104727	G1325	V-APP-GSF	『V-APP-GSF』
104728	G1473	P-1DS	『P-1DS』
104729	G2596	PREP	『PREP』
104730	G3588	T-ASF	『T-ASF』
104731	G1753	N-ASF	『N-ASF』
104732	G3588	T-GSF	『T-GSF』
104733	G1411	N-GSF	『N-GSF』
104734	G846	P-GSM	『P-GSM』
104735	G1473	P-1DS	『P-1DS』
104736	G3588	T-DSM	『T-DSM』
104737	G1646	A-DSM-C	『A-DSM-C』
104738	G3956	A-GPM	『A-GPM』
104739	G40	A-GPM	『A-GPM』
104740	G1325	V-API-3S	『V-API-3S』
104741	G3588	T-NSF	『T-NSF』
104742	G5485	N-NSF	『N-NSF』
104743	G3778	D-NSF	『D-NSF』
104744	G3588	T-DPN	『T-DPN』
104745	G1484	N-DPN	『N-DPN』
104746	G2097	V-AMN	『V-AMN』
104747	G3588	T-ASN	『T-ASN』
104748	G421	A-ASN	『A-ASN』
104749	G4149	N-ASN	『N-ASN』
104750	G3588	T-GSM	『T-GSM』
104751	G5547	N-GSM-T	『N-GSM-T』
104752	G2532	CONJ	『CONJ』
104753	G5461	V-AAN	『V-AAN』
104754	G3956	A-APM	『A-APM』
104755	G5101	I-NSF	『I-NSF』
104756	G3588	T-NSF	『T-NSF』
104757	G3622	N-NSF	『N-NSF』
104758	G3588	T-GSN	『T-GSN』
104759	G3466	N-GSN	『N-GSN』
104760	G3588	T-GSN	『T-GSN』
104761	G613	V-RPP-GSN	『V-RPP-GSN』
104762	G575	PREP	『PREP』
104763	G3588	T-GPM	『T-GPM』
104764	G165	N-GPM	『N-GPM』
104765	G1722	PREP	『PREP』
104766	G3588	T-DSM	『T-DSM』
104767	G2316	N-DSM	『N-DSM』
104768	G3588	T-DSM	『T-DSM』
104769	G3588	T-APN	『T-APN』
104770	G3956	A-APN	『A-APN』
104771	G2936	V-AAP-DSM	『V-AAP-DSM』
104772	G2443	CONJ	『CONJ』
104773	G1107	V-APS-3S	『V-APS-3S』
104774	G3568	ADV	『ADV』
104775	G3588	T-DPF	『T-DPF』
104776	G746	N-DPF	『N-DPF』
104777	G2532	CONJ	『CONJ』
104778	G3588	T-DPF	『T-DPF』
104779	G1849	N-DPF	『N-DPF』
104780	G1722	PREP	『PREP』
104781	G3588	T-DPN	『T-DPN』
104782	G2032	A-DPN	『A-DPN』
104783	G1223	PREP	『PREP』
104784	G3588	T-GSF	『T-GSF』
104785	G1577	N-GSF	『N-GSF』
104786	G3588	T-NSF	『T-NSF』
104787	G4182	A-NSF	『A-NSF』
104788	G4678	N-NSF	『N-NSF』
104789	G3588	T-GSM	『T-GSM』
104790	G2316	N-GSM	『N-GSM』
104791	G2596	PREP	『PREP』
104792	G4286	N-ASF	『N-ASF』
104793	G3588	T-GPM	『T-GPM』
104794	G165	N-GPM	『N-GPM』
104795	G3739	R-ASF	『R-ASF』
104796	G4160	V-AAI-3S	『V-AAI-3S』
104797	G1722	PREP	『PREP』
104798	G3588	T-DSM	『T-DSM』
104799	G5547	N-DSM-T	『N-DSM-T』
104800	G2424	N-DSM-P	『N-DSM-P』
104801	G3588	T-DSM	『T-DSM』
104802	G2962	N-DSM	『N-DSM』
104803	G1473	P-1GP	『P-1GP』
104804	G1722	PREP	『PREP』
104805	G3739	R-DSM	『R-DSM』
104806	G2192	V-PAI-1P	『V-PAI-1P』
104807	G3588	T-ASF	『T-ASF』
104808	G3954	N-ASF	『N-ASF』
104809	G2532	CONJ	『CONJ』
104810	G4318	N-ASF	『N-ASF』
104811	G1722	PREP	『PREP』
104812	G4006	N-DSF	『N-DSF』
104813	G1223	PREP	『PREP』
104814	G3588	T-GSF	『T-GSF』
104815	G4102	N-GSF	『N-GSF』
104816	G846	P-GSM	『P-GSM』
104817	G1352	CONJ	『CONJ』
104818	G154	V-PMI-1S	『V-PMI-1S』
104819	G3361	PRT-N	『PRT-N』
104820	G1573	V-PAN	『V-PAN』
104821	G1722	PREP	『PREP』
104822	G3588	T-DPF	『T-DPF』
104823	G2347	N-DPF	『N-DPF』
104824	G1473	P-1GS	『P-1GS』
104825	G5228	PREP	『PREP』
104826	G4771	P-2GP	『P-2GP』
104827	G3748	R-NSF	『R-NSF』
104828	G1510	V-PAI-3S	『V-PAI-3S』
104829	G1391	N-NSF	『N-NSF』
104830	G4771	P-2GP	『P-2GP』
104831	G3778	D-GSN	『D-GSN』
104832	G5484	PREP	『PREP』
104833	G2578	V-PAI-1S	『V-PAI-1S』
104834	G3588	T-APN	『T-APN』
104835	G1119	N-APN	『N-APN』
104836	G1473	P-1GS	『P-1GS』
104837	G4314	PREP	『PREP』
104838	G3588	T-ASM	『T-ASM』
104839	G3962	N-ASM	『N-ASM』
